player_id,name,team,age,nationality,photo,primary_position,detailed_position,position_group,position_confidence,minutes,rating,possession_control,passing_control,chance_creation,attacking_pressure,directness,shooting_efficiency
36922,S. van den Berg,Brentford,24.0,Netherlands,https://media.api-sports.io/football/players/36922.png,CB,CB,CB,100.0,2772,6.84,44.8,42.4,46.4,56.4,43.2,45.7
36927,Z. Flemming,Burnley,27.0,Netherlands,https://media.api-sports.io/football/players/36927.png,ST,ST,FW,100.0,1807,6.83,35.6,28.4,27.1,52.8,26.8,71.4
37127,M. Ødegaard,Arsenal,27.0,Norway,https://media.api-sports.io/football/players/37127.png,CM,CM,CM,100.0,1370,7.01,67.6,92.7,88.4,67.9,87.4,59.3
37143,L. Geertruida,Sunderland,25.0,Netherlands,https://media.api-sports.io/football/players/37143.png,RB,RB,FB,41.2,1715,6.83,59.5,39.1,23.2,39.7,29.0,43.8
37724,C. Summerville,West Ham,24.0,Netherlands,https://media.api-sports.io/football/players/37724.png,LM,LM,W,44.8,2485,7.05,44.6,22.3,41.9,54.6,53.4,48.0
37882,M. Edwards,Burnley,27.0,England,https://media.api-sports.io/football/players/37882.png,CAM,CAM,AM,54.5,1073,6.67,39.6,50.3,73.3,42.8,66.3,25.7
38695,J. van Hecke,Brighton,25.0,Netherlands,https://media.api-sports.io/football/players/38695.png,CB,CB,CB,100.0,3211,7.26,71.0,84.5,69.4,64.6,50.3,86.0
38734,S. Botman,Newcastle,25.0,Netherlands,https://media.api-sports.io/football/players/38734.png,CB,CB,CB,100.0,1847,7.04,71.1,71.2,74.8,66.9,61.2,59.6
38746,J. Timber,Arsenal,24.0,Netherlands,https://media.api-sports.io/football/players/38746.png,RB,RB,FB,89.3,2457,6.92,55.5,64.8,70.4,79.0,70.0,62.4
38750,B. Brobbey,Sunderland,23.0,Netherlands,https://media.api-sports.io/football/players/38750.png,ST,ST,FW,100.0,1944,6.63,20.3,34.5,41.1,26.4,25.9,58.9
41104,João Palhinha,Tottenham,30.0,Portugal,https://media.api-sports.io/football/players/41104.png,CDM,CDM,DM,52.2,2210,7.04,30.5,19.5,29.5,71.8,49.4,79.4
41606,Toti Gomes,Wolves,26.0,Portugal,https://media.api-sports.io/football/players/41606.png,CB,CB,CB,100.0,1427,6.56,59.8,58.4,63.6,45.6,65.3,54.9
41621,Matheus Nunes,Manchester City,27.0,Portugal,https://media.api-sports.io/football/players/41621.png,RB,RB,FB,100.0,2865,6.97,87.5,85.4,72.4,43.5,51.3,45.3
44871,A. Hickey,Brentford,23.0,Scotland,https://media.api-sports.io/football/players/44871.png,LB,LB,FB,62.5,727,6.65,23.7,23.9,8.5,41.7,41.7,27.8
46815,Pau Torres,Aston Villa,28.0,Spain,https://media.api-sports.io/football/players/46815.png,CB,CB,CB,100.0,1688,6.9,70.2,51.9,34.9,50.0,56.3,25.7
47311,Mikel Merino,Arsenal,29.0,Spain,https://media.api-sports.io/football/players/47311.png,CM,CM,CM,50.0,1035,6.86,25.9,36.6,65.0,82.9,68.2,86.5
47315,Martín Zubimendi,Arsenal,26.0,Spain,https://media.api-sports.io/football/players/47315.png,CM,CM,CM,64.7,3001,7.06,70.2,64.9,29.0,43.7,23.2,64.8
47380,Marc Cucurella,Chelsea,27.0,Spain,https://media.api-sports.io/football/players/47380.png,LB,LB,FB,90.3,2723,6.68,54.0,84.7,63.2,49.1,43.9,58.3
47438,M. Jensen,Brentford,29.0,Denmark,https://media.api-sports.io/football/players/47438.png,CAM,CAM,AM,34.6,2277,6.95,78.0,70.0,43.4,19.3,23.2,25.1
47519,Pedro Porro,Tottenham,26.0,Spain,https://media.api-sports.io/football/players/47519.png,RB,RB,FB,90.6,2810,6.89,69.1,83.1,77.0,72.7,81.4,56.8
47522,Douglas Luiz,Aston Villa | Nottingham Forest,27.0,Brazil,https://media.api-sports.io/football/players/47522.png,CDM,CDM,DM,91.7,944,6.894,71.8,81.4,65.2,73.2,73.6,80.6
47903,H. Ekdal,Burnley,27.0,Sweden,https://media.api-sports.io/football/players/47903.png,CB,CB,CB,100.0,1539,6.67,24.4,29.3,38.4,27.8,39.3,32.4
47969,G. Gudmundsson,Leeds,26.0,Sweden,https://media.api-sports.io/football/players/47969.png,LWB,LWB,FB,54.8,2642,6.67,47.6,30.8,45.0,52.6,65.9,28.1
48389,N. Okafor,Leeds,25.0,Switzerland,https://media.api-sports.io/football/players/48389.png,LW,LW,W,36.8,1573,6.93,33.0,18.7,47.9,80.1,69.4,89.6
48648,D. Ndoye,Nottingham Forest,25.0,Switzerland,https://media.api-sports.io/football/players/48648.png,RW,RW,W,64.3,1176,6.63,21.3,19.9,33.2,23.1,25.7,21.7
50132,A. Bayındır,Manchester United,27.0,Türkiye,https://media.api-sports.io/football/players/50132.png,GK,GK,GK,100.0,540,6.58,49.8,53.9,76.0,59.0,79.9,50.6
50739,B. Aaronson,Leeds,25.0,USA,https://media.api-sports.io/football/players/50739.png,RW,RW,W,26.7,2475,6.76,31.9,37.6,51.3,45.3,45.1,63.5
50856,V. Castellanos,West Ham,27.0,Argentina,https://media.api-sports.io/football/players/50856.png,ST,ST,FW,100.0,1395,6.73,40.7,52.0,41.6,66.8,50.1,60.2
51494,M. Ugarte,Manchester United,24.0,Uruguay,https://media.api-sports.io/football/players/51494.png,CM,CM,CM,50.0,901,6.68,71.6,48.0,20.7,43.4,41.0,11.1
55904,D. Ballard,Sunderland,26.0,Northern Ireland,https://media.api-sports.io/football/players/55904.png,CB,CB,CB,100.0,2148,6.83,39.9,54.7,63.5,82.2,74.8,80.3
64003,P. Struijk,Leeds,26.0,Netherlands,https://media.api-sports.io/football/players/64003.png,CB,CB,CB,100.0,2942,6.83,53.9,66.2,62.4,58.5,65.8,36.4
66407,L. Krejčí,Wolves,26.0,Czechia,https://media.api-sports.io/football/players/66407.png,CB,CB,CB,81.5,2361,6.71,38.6,56.8,56.1,72.5,57.5,86.5
67943,Morato,Nottingham Forest,24.0,Brazil,https://media.api-sports.io/football/players/67943.png,CB,CB,CB,92.9,1366,6.94,62.7,36.4,38.2,58.6,45.2,65.5
67971,M. Guéhi,Manchester City | Crystal Palace,25.0,England,https://media.api-sports.io/football/players/67971.png,CB,CB,CB,100.0,3150,7.34,74.9,86.2,83.6,80.3,78.5,70.4
67972,C. Gallagher,Tottenham,25.0,England,https://media.api-sports.io/football/players/67972.png,CM,CM,CM,42.9,1196,6.74,53.0,42.2,55.2,60.4,62.4,51.8
70100,J. Zirkzee,Manchester United,24.0,Netherlands,https://media.api-sports.io/football/players/70100.png,ST,ST,FW,80.0,666,6.5,85.3,95.7,75.5,68.8,68.5,47.2
70366,John,Nottingham Forest,29.0,Brazil,https://media.api-sports.io/football/players/70366.png,GK,GK,GK,100.0,438,6.3,21.6,21.9,30.3,47.4,38.1,50.6
80296,Lucas Perri,Leeds,28.0,Brazil,https://media.api-sports.io/football/players/80296.png,GK,GK,GK,100.0,1440,6.63,49.5,51.0,31.6,47.4,38.1,50.6
81573,Omar Marmoush,Manchester City,26.0,Egypt,https://media.api-sports.io/football/players/81573.png,ST,ST,FW,62.5,734,6.7,76.7,85.7,90.3,72.8,89.1,44.0
84087,W. Isidor,Sunderland,25.0,France,https://media.api-sports.io/football/players/84087.png,ST,ST,FW,100.0,1186,6.65,17.6,6.1,17.9,66.0,54.7,65.4
90590,G. Rutter,Brighton,23.0,France,https://media.api-sports.io/football/players/90590.png,CAM,CAM,AM,50.0,1804,6.63,34.5,27.4,55.3,60.0,63.6,51.9
92993,M. Wieffer,Brighton,26.0,Netherlands,https://media.api-sports.io/football/players/92993.png,RB,RB,FB,100.0,1914,6.74,56.7,65.1,60.8,72.2,57.3,74.2
98936,L. Foster,Burnley,25.0,South Africa,https://media.api-sports.io/football/players/98936.png,ST,ST,FW,66.7,1372,6.47,62.6,63.7,51.1,21.3,33.6,29.1
106725,K. Lewis-Potter,Brentford,24.0,England,https://media.api-sports.io/football/players/106725.png,LB,LB,FB,45.5,1990,6.65,21.3,27.5,61.1,87.6,77.7,78.3
106835,K. Mitoma,Brighton,28.0,Japan,https://media.api-sports.io/football/players/106835.png,LW,LW,W,100.0,1721,6.81,58.2,59.6,51.6,56.0,58.0,61.5
110153,T. Arokodare,Wolves,25.0,Nigeria,https://media.api-sports.io/football/players/110153.png,ST,ST,FW,100.0,1438,6.58,65.9,53.8,56.4,62.9,70.2,32.1
115589,B. Šeško,Manchester United,22.0,Slovenia,https://media.api-sports.io/football/players/115589.png,ST,ST,FW,100.0,1636,6.76,52.1,45.7,39.7,85.3,63.6,91.8
116117,M. Caicedo,Chelsea,24.0,Ecuador,https://media.api-sports.io/football/players/116117.png,CDM,CDM,DM,84.4,2802,7.17,80.8,70.0,47.4,48.2,38.2,67.9
118307,Đ. Petrović,Bournemouth,26.0,Serbia,https://media.api-sports.io/football/players/118307.png,GK,GK,GK,100.0,3420,6.87,20.5,16.1,34.5,47.4,38.1,50.6
119121,T. Hume,Sunderland,23.0,Northern Ireland,https://media.api-sports.io/football/players/119121.png,RB,RB,FB,26.5,3050,6.78,17.6,29.5,40.7,60.8,47.5,55.9
125743,Beto,Everton,27.0,Portugal,https://media.api-sports.io/football/players/125743.png,ST,ST,FW,100.0,1614,6.62,28.5,28.7,52.3,53.0,57.2,59.5
126949,C. Richards,Crystal Palace,25.0,USA,https://media.api-sports.io/football/players/126949.png,CB,CB,CB,100.0,2826,6.9,44.9,43.8,46.9,38.2,38.8,45.6
127769,Gabriel Martinelli,Arsenal,24.0,Brazil,https://media.api-sports.io/football/players/127769.png,LW,LW,W,100.0,1079,6.6,38.2,27.4,55.5,76.4,61.8,67.7
127817,P. Hincapié,Arsenal,23.0,Ecuador,https://media.api-sports.io/football/players/127817.png,LB,LB,FB,65.0,1792,6.92,65.6,59.2,46.7,33.3,24.4,76.1
129033,J. Gvardiol,Manchester City,23.0,Croatia,https://media.api-sports.io/football/players/129033.png,CB,CB,CB,87.5,1386,7.01,64.5,85.2,76.4,86.2,81.2,87.4
129058,B. Verbruggen,Brighton,23.0,Netherlands,https://media.api-sports.io/football/players/129058.png,GK,GK,GK,100.0,3420,7.05,92.3,80.0,58.2,54.5,58.8,50.6
129142,I. Gruev,Leeds,25.0,Bulgaria,https://media.api-sports.io/football/players/129142.png,CM,CM,CM,93.3,1334,6.7,48.2,44.4,48.3,15.9,20.5,10.7
129682,A. Adli,Bournemouth,25.0,Morocco,https://media.api-sports.io/football/players/129682.png,LW,LW,W,70.0,1106,6.81,61.1,72.1,42.9,50.5,36.0,80.4
129695,D. Bakwa,Nottingham Forest,23.0,France,https://media.api-sports.io/football/players/129695.png,RW,RW,W,50.0,552,6.61,57.8,77.8,70.0,37.6,61.7,25.4
129711,B. Johnson,Tottenham | Crystal Palace,24.0,Wales,https://media.api-sports.io/football/players/129711.png,CAM,CAM,AM,47.4,1752,6.572,12.5,16.6,24.1,16.3,20.9,13.6
135068,E. Agbadou,Wolves,28.0,Côte d'Ivoire,https://media.api-sports.io/football/players/135068.png,CB,CB,CB,100.0,1101,6.85,63.3,56.8,55.9,66.9,71.2,57.3
135334,S. Bueno,Wolves,27.0,Uruguay,https://media.api-sports.io/football/players/135334.png,CB,CB,CB,100.0,2553,6.77,13.9,37.1,55.0,51.5,35.8,90.4
136723,N. Madueke,Arsenal,23.0,England,https://media.api-sports.io/football/players/136723.png,RW,RW,W,87.5,1226,6.79,64.9,61.1,58.0,55.7,65.0,69.7
137303,E. Guessand,Crystal Palace | Aston Villa,24.0,France,https://media.api-sports.io/football/players/137303.png,RW,RW,W,55.6,933,6.525,16.3,10.6,31.0,40.3,41.2,60.7
138780,N. Williams,Nottingham Forest,24.0,Wales,https://media.api-sports.io/football/players/138780.png,LB,LB,FB,75.0,3206,6.93,56.4,57.4,73.6,86.7,82.2,86.5
138787,A. Gordon,Newcastle,24.0,England,https://media.api-sports.io/football/players/138787.png,LW,LW,W,66.7,1817,7.08,53.7,44.7,57.9,85.5,70.8,78.7
138816,I. Maatsen,Aston Villa,23.0,Netherlands,https://media.api-sports.io/football/players/138816.png,LB,LB,FB,100.0,1627,6.59,55.2,67.6,71.8,74.2,91.4,45.8
138822,A. Broja,Burnley,24.0,Albania,https://media.api-sports.io/football/players/138822.png,ST,ST,FW,100.0,874,6.4,44.0,44.0,43.7,23.7,41.6,51.9
138908,E. Anderson,Nottingham Forest,23.0,Scotland,https://media.api-sports.io/football/players/138908.png,CDM,CDM,DM,81.1,3334,7.35,88.6,84.9,83.6,70.1,82.1,60.1
148099,K. Dewsbury-Hall,Everton,27.0,England,https://media.api-sports.io/football/players/148099.png,CAM,CAM,AM,90.0,2635,7.15,65.4,54.7,55.8,42.9,31.3,67.6
152654,J. Frimpong,Liverpool,25.0,Netherlands,https://media.api-sports.io/football/players/152654.png,RB,RB,FB,58.3,1079,6.75,59.4,56.4,76.5,59.9,79.4,37.4
152849,M. van de Ven,Tottenham,24.0,Netherlands,https://media.api-sports.io/football/players/152849.png,CB,CB,CB,97.1,3055,6.73,57.6,46.2,45.8,67.2,53.5,79.4
152856,Evanilson,Bournemouth,26.0,Brazil,https://media.api-sports.io/football/players/152856.png,ST,ST,FW,100.0,2759,6.61,51.4,53.9,57.8,37.0,45.5,21.2
152967,C. Bassey,Fulham,26.0,Nigeria,https://media.api-sports.io/football/players/152967.png,CB,CB,CB,96.4,2553,6.87,64.8,68.6,62.4,42.8,60.8,39.9
152982,C. Palmer,Chelsea,23.0,England,https://media.api-sports.io/football/players/152982.png,CAM,CAM,AM,62.5,1978,7.04,57.5,52.4,42.5,88.2,73.2,92.8
153430,A. Elanga,Newcastle,23.0,Sweden,https://media.api-sports.io/football/players/153430.png,RW,RW,W,100.0,1347,6.57,37.7,41.8,24.2,14.3,24.5,10.8
156477,R. Cherki,Manchester City,22.0,France,https://media.api-sports.io/football/players/156477.png,CAM,CAM,AM,63.2,1806,7.2,94.5,98.9,97.9,72.5,88.9,40.9
157052,R. Calafiori,Arsenal,23.0,Italy,https://media.api-sports.io/football/players/157052.png,LB,LB,FB,100.0,1707,6.92,74.0,50.8,51.2,86.4,63.7,66.1
157997,A. Diallo,Manchester United,23.0,Côte d'Ivoire,https://media.api-sports.io/football/players/157997.png,RW,RW,W,44.4,2344,6.89,80.8,79.3,60.0,63.5,57.4,64.3
158054,N. Woltemade,Newcastle,23.0,Germany,https://media.api-sports.io/football/players/158054.png,ST,ST,FW,79.2,1939,6.66,59.9,73.6,74.3,30.2,50.6,47.9
158694,T. Livramento,Newcastle,23.0,England,https://media.api-sports.io/football/players/158694.png,RB,RB,FB,64.3,1328,6.8,68.5,63.6,56.4,26.6,47.1,16.0
158697,J. McAtee,Nottingham Forest,23.0,England,https://media.api-sports.io/football/players/158697.png,CAM,CAM,AM,50.0,322,6.54,40.3,61.3,65.8,11.3,46.7,4.0
161621,L. Tchaouna,Burnley,22.0,France,https://media.api-sports.io/football/players/161621.png,RM,RM,W,50.0,1316,6.57,19.0,21.2,16.1,33.7,16.9,68.8
161907,M. Gusto,Chelsea,22.0,France,https://media.api-sports.io/football/players/161907.png,RB,RB,FB,73.1,2267,6.66,71.3,84.4,67.5,59.2,52.0,82.9
161933,Nico González,Manchester City,23.0,Spain,https://media.api-sports.io/football/players/161933.png,CM,CM,CM,64.7,1587,7.0,92.1,70.7,38.8,30.1,27.9,32.0
161948,L. Delap,Chelsea,22.0,England,https://media.api-sports.io/football/players/161948.png,ST,ST,FW,100.0,1139,6.46,52.2,25.9,20.5,46.8,31.3,24.9
162007,M. De Cuyper,Brighton,25.0,Belgium,https://media.api-sports.io/football/players/162007.png,LB,LB,FB,64.7,1443,6.86,61.5,82.6,84.7,74.0,68.7,89.7
162016,X. Simons,Tottenham,22.0,Netherlands,https://media.api-sports.io/football/players/162016.png,CAM,CAM,AM,47.4,1769,6.86,75.0,78.2,81.6,50.9,72.0,24.5
162076,D. Cirkin,Sunderland,23.0,England,https://media.api-sports.io/football/players/162076.png,LB,LB,FB,100.0,329,6.67,39.0,7.2,23.5,33.4,30.9,16.0
162128,W. Gnonto,Leeds,22.0,Italy,https://media.api-sports.io/football/players/162128.png,LW,LW,W,100.0,540,6.61,61.8,80.6,49.8,20.5,37.0,5.6
162267,A. Truffert,Bournemouth,24.0,France,https://media.api-sports.io/football/players/162267.png,LB,LB,FB,100.0,3380,6.83,64.9,63.2,65.3,51.0,55.6,62.4
162489,J. Trafford,Manchester City,23.0,England,https://media.api-sports.io/football/players/162489.png,GK,GK,GK,100.0,372,7.08,54.5,25.8,52.9,60.3,64.0,50.6
162498,R. Drăgușin,Tottenham,23.0,Romania,https://media.api-sports.io/football/players/162498.png,CB,CB,CB,100.0,541,6.57,37.5,15.9,22.0,42.9,38.7,16.6
162511,S. Lammens,Manchester United,23.0,Belgium,https://media.api-sports.io/football/players/162511.png,GK,GK,GK,100.0,2880,7.01,36.5,29.7,38.1,47.4,38.1,50.6
162714,A. Onana,Aston Villa,24.0,Belgium,https://media.api-sports.io/football/players/162714.png,CDM,CDM,DM,95.2,1788,7.03,38.7,18.6,20.7,62.7,35.1,70.8
163069,L. Netz,Nottingham Forest,22.0,Germany,https://media.api-sports.io/football/players/163069.png,LB,LB,FB,66.7,355,6.73,27.6,11.2,30.3,19.3,24.7,16.0
163189,M. Thiaw,Newcastle,24.0,Germany,https://media.api-sports.io/football/players/163189.png,CB,CB,CB,100.0,2973,7.04,65.8,42.0,42.7,87.1,55.1,95.3
174565,H. Ekitike,Liverpool,23.0,France,https://media.api-sports.io/football/players/174565.png,ST,ST,FW,100.0,1810,6.93,84.8,81.9,90.1,76.5,86.3,47.9
177665,A. Stach,Leeds,27.0,Germany,https://media.api-sports.io/football/players/177665.png,CM,CM,CM,82.1,2378,7.15,40.2,46.8,83.8,84.0,86.6,70.9
178077,K. Schade,Brentford,24.0,Germany,https://media.api-sports.io/football/players/178077.png,LW,LW,W,78.1,2768,6.75,9.5,11.5,26.4,59.8,38.2,69.9
179400,M. Estève,Burnley,23.0,France,https://media.api-sports.io/football/players/179400.png,CB,CB,CB,100.0,2937,6.64,27.8,28.2,31.9,28.7,32.8,24.2
180317,C. Bradley,Liverpool,22.0,Northern Ireland,https://media.api-sports.io/football/players/180317.png,RB,RB,FB,100.0,932,6.59,58.1,59.0,35.1,29.0,45.3,16.0
180560,H. Mejbri,Burnley,22.0,Tunisia,https://media.api-sports.io/football/players/180560.png,CAM,CAM,AM,60.0,1253,6.72,70.0,64.7,70.8,28.6,43.3,25.3
181797,B. Humphreys,Burnley,22.0,England,https://media.api-sports.io/football/players/181797.png,CB,CB,CB,82.4,1578,6.85,48.1,57.2,68.6,50.1,69.8,61.5
181806,N. Savona,Nottingham Forest,22.0,Italy,https://media.api-sports.io/football/players/181806.png,RB,RB,FB,90.9,1026,6.59,27.6,30.3,21.4,56.0,24.7,92.1
182201,T. Mitchell,Crystal Palace,26.0,England,https://media.api-sports.io/football/players/182201.png,LWB,LWB,FB,100.0,3253,6.79,23.3,27.2,46.9,50.1,49.4,61.6
184226,Yeremy Pino,Crystal Palace,23.0,Spain,https://media.api-sports.io/football/players/184226.png,CAM,CAM,AM,80.8,2100,6.86,54.9,66.8,62.8,30.0,51.3,32.6
194536,R. Roefs,Sunderland,22.0,Netherlands,https://media.api-sports.io/football/players/194536.png,GK,GK,GK,100.0,3163,6.98,80.8,81.0,76.8,56.5,73.1,50.6
195103,João Gomes,Wolves,24.0,Brazil,https://media.api-sports.io/football/players/195103.png,CM,CM,CM,81.2,2843,6.78,69.8,44.6,39.1,40.4,47.4,56.5
195106,Rodrigo Muniz,Fulham,24.0,Brazil,https://media.api-sports.io/football/players/195106.png,ST,ST,FW,100.0,997,6.52,28.9,34.0,49.4,30.1,46.1,6.4
195717,Y. Mosquera,Wolves,24.0,Colombia,https://media.api-sports.io/football/players/195717.png,CB,CB,CB,95.8,2142,6.68,22.4,32.5,66.2,76.8,94.6,44.0
195993,C. Alcaraz,Everton,23.0,Argentina,https://media.api-sports.io/football/players/195993.png,CAM,CAM,AM,66.7,731,6.48,58.4,56.6,38.7,45.1,46.7,21.2
196156,Thiago,Brentford,24.0,Brazil,https://media.api-sports.io/football/players/196156.png,ST,ST,FW,100.0,3295,6.94,72.3,53.3,51.2,63.6,46.3,84.6
196855,J. Anthony,Burnley,26.0,England,https://media.api-sports.io/football/players/196855.png,LW,LW,W,40.6,2743,6.78,48.2,50.8,39.8,64.0,58.5,73.5
202854,M. Röhl,Everton,23.0,Germany,https://media.api-sports.io/football/players/202854.png,RW,RW,W,66.7,694,6.51,11.7,13.1,6.9,18.7,13.1,18.3
203224,F. Wirtz,Liverpool,22.0,Germany,https://media.api-sports.io/football/players/203224.png,CAM,CAM,AM,63.0,2399,6.81,85.0,88.9,78.2,60.0,69.7,68.6
204039,D. Udogie,Tottenham,23.0,Italy,https://media.api-sports.io/football/players/204039.png,LB,LB,FB,85.7,1342,6.54,40.6,55.1,43.4,25.3,39.1,44.6
206254,M. Kerkez,Liverpool,22.0,Hungary,https://media.api-sports.io/football/players/206254.png,LB,LB,FB,100.0,2301,6.62,63.2,65.6,53.0,44.1,42.2,48.1
237129,P. Sarr,Tottenham,23.0,Senegal,https://media.api-sports.io/football/players/237129.png,CM,CM,CM,76.9,1410,6.82,54.6,44.4,60.4,67.0,53.9,81.0
237819,Kevin,Fulham,22.0,Brazil,https://media.api-sports.io/football/players/237819.png,LW,LW,W,100.0,1037,6.75,65.0,52.1,54.5,74.6,78.2,57.2
263538,Y. Yarmolyuk,Brentford,21.0,Ukraine,https://media.api-sports.io/football/players/263538.png,CDM,CDM,DM,73.3,2675,6.73,30.6,31.2,37.7,29.6,43.3,30.6
265782,D. Møller Wolfe,Wolves,23.0,Norway,https://media.api-sports.io/football/players/265782.png,LWB,LWB,FB,90.9,1061,6.57,26.2,20.8,48.5,19.3,23.1,16.0
265784,André,Wolves,24.0,Brazil,https://media.api-sports.io/football/players/265784.png,CM,CM,CM,66.7,2766,6.81,51.8,37.1,31.0,22.6,31.7,20.1
265820,Y. Ayari,Brighton,22.0,Sweden,https://media.api-sports.io/football/players/265820.png,CDM,CDM,DM,85.0,1941,6.76,32.6,39.0,58.9,87.0,82.6,61.3
265826,A. Kinský,Tottenham,22.0,Czechia,https://media.api-sports.io/football/players/265826.png,GK,GK,GK,100.0,642,6.87,41.8,39.4,34.5,47.4,38.1,50.6
266657,Sávio,Manchester City,21.0,Brazil,https://media.api-sports.io/football/players/266657.png,CAM,CAM,AM,42.9,858,6.76,62.4,55.3,44.7,80.3,75.5,72.6
270139,J. O&apos;Brien,Everton,24.0,Republic of Ireland,https://media.api-sports.io/football/players/270139.png,RB,RB,FB,85.7,3131,6.71,18.0,21.0,25.6,38.7,25.0,67.4
270508,L. Ugochukwu,Burnley,21.0,France,https://media.api-sports.io/football/players/270508.png,CM,CM,CM,55.6,2359,6.72,22.6,10.5,24.5,47.4,38.9,72.2
270510,M. Tel,Tottenham,20.0,France,https://media.api-sports.io/football/players/270510.png,LW,LW,W,53.8,1358,6.74,47.1,43.8,66.5,69.3,82.4,41.7
278133,Oscar Bobb,Manchester City | Fulham,22.0,Norway,https://media.api-sports.io/football/players/278133.png,RW,RW,W,36.4,1050,6.808,87.2,82.4,69.7,24.0,54.4,14.5
278370,D. Gómez,Brighton,22.0,Paraguay,https://media.api-sports.io/football/players/278370.png,RW,RW,W,38.5,2137,6.74,57.8,47.8,16.6,48.6,28.0,49.3
278898,C. Riad,Crystal Palace,22.0,Morocco,https://media.api-sports.io/football/players/278898.png,CB,CB,CB,100.0,554,6.57,66.2,59.8,46.5,69.6,49.2,64.3
280687,Hugo Bueno,Wolves,23.0,Spain,https://media.api-sports.io/football/players/280687.png,LWB,LWB,FB,76.9,2375,6.65,36.5,47.5,77.2,68.4,81.7,65.1
282125,R. Lavia,Chelsea,21.0,Belgium,https://media.api-sports.io/football/players/282125.png,CDM,CDM,DM,75.0,377,6.78,82.5,58.6,23.6,31.5,38.3,8.0
282770,Rodrigo Gomes,Wolves,22.0,Portugal,https://media.api-sports.io/football/players/282770.png,RWB,RWB,FB,33.3,978,6.64,16.9,5.8,24.6,93.5,71.5,72.2
284230,R. Lewis,Manchester City,21.0,England,https://media.api-sports.io/football/players/284230.png,RB,RB,FB,100.0,435,6.63,72.6,94.0,75.8,33.3,54.0,16.0
284322,K. Mainoo,Manchester United,20.0,England,https://media.api-sports.io/football/players/284322.png,CDM,CDM,DM,100.0,1670,6.87,77.7,74.2,71.4,44.6,61.7,42.3
284324,A. Garnacho,Chelsea,21.0,Argentina,https://media.api-sports.io/football/players/284324.png,LW,LW,W,92.9,1283,6.77,61.2,85.6,74.0,46.6,61.3,19.8
284414,R. Mundle,Sunderland,22.0,England,https://media.api-sports.io/football/players/284414.png,LW,LW,W,50.0,412,6.5,32.1,12.6,15.9,36.3,40.1,19.3
284428,O. Hutchinson,Nottingham Forest,22.0,Jamaica,https://media.api-sports.io/football/players/284428.png,RW,RW,W,70.6,1695,6.76,63.1,64.1,76.8,40.0,59.8,60.4
284446,F. Potts,West Ham,22.0,England,https://media.api-sports.io/football/players/284446.png,CM,CM,CM,58.3,1167,6.82,31.0,39.5,30.9,8.2,17.9,52.4
284457,L. Bogarde,Aston Villa,21.0,Netherlands,https://media.api-sports.io/football/players/284457.png,CDM,CDM,DM,72.7,1104,6.57,11.8,12.1,6.8,6.6,7.6,8.0
284492,L. Hall,Newcastle,21.0,England,https://media.api-sports.io/football/players/284492.png,LB,LB,FB,87.5,2188,6.88,87.6,79.9,70.2,76.7,80.0,63.9
284500,T. Iroegbunam,Everton,22.0,England,https://media.api-sports.io/football/players/284500.png,CDM,CDM,DM,94.1,1505,6.76,18.5,15.5,47.4,35.8,57.6,12.4
284797,D. Ouattara,Brentford,23.0,Burkina Faso,https://media.api-sports.io/football/players/284797.png,RW,RW,W,88.0,2290,6.87,18.2,19.6,39.2,68.1,55.8,65.7
286458,J. Devenny,Crystal Palace,22.0,Scotland,https://media.api-sports.io/football/players/286458.png,CAM,CAM,AM,42.9,830,6.48,14.7,17.6,7.6,21.2,20.9,32.1
286616,F. Jörgensen,Chelsea,23.0,Denmark,https://media.api-sports.io/football/players/286616.png,GK,GK,GK,100.0,378,6.68,86.8,70.3,44.2,59.7,62.7,50.6
286894,J. Bynoe-Gittens,Chelsea,21.0,England,https://media.api-sports.io/football/players/286894.png,LW,LW,W,80.0,495,6.6,62.1,60.3,75.1,27.7,50.4,34.7
288102,A. Wharton,Crystal Palace,21.0,England,https://media.api-sports.io/football/players/288102.png,CM,CM,CM,100.0,2562,7.09,54.8,63.3,74.1,39.1,54.6,30.9
296560,J. Tchatchoua,Wolves,24.0,Cameroon,https://media.api-sports.io/football/players/296560.png,RWB,RWB,FB,94.7,1855,6.54,11.0,29.8,47.0,18.1,32.4,45.7
301187,Pablo,West Ham,21.0,Portugal,https://media.api-sports.io/football/players/301187.png,CAM,CAM,AM,90.0,826,6.51,37.8,33.4,52.8,23.3,36.7,8.0
301771,S. Adingra,Sunderland,23.0,Côte d'Ivoire,https://media.api-sports.io/football/players/301771.png,LW,LW,W,88.9,665,6.5,15.1,15.3,17.6,20.4,34.0,45.4
304317,T. Dibling,Everton,19.0,England,https://media.api-sports.io/football/players/304317.png,RW,RW,W,100.0,371,6.52,46.0,27.6,31.9,22.5,44.3,5.6
304853,A. Scott,Bournemouth,22.0,England,https://media.api-sports.io/football/players/304853.png,CDM,CDM,DM,91.2,2859,7.08,51.3,33.8,55.2,80.8,75.8,67.0
305730,J. Hinshelwood,Brighton,20.0,England,https://media.api-sports.io/football/players/305730.png,CAM,CAM,AM,55.0,1750,6.66,31.2,35.5,26.4,55.4,27.6,66.8
